"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat","accepted_name"
"Leonurus japonicus Houtt.","species","Plantae","alien","null","present","Niue","NIU","Leonurus japonicus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]",
"Coffea liberica W.Bull","species","Plantae","alien","null","present","Niue","NIU","Coffea liberica","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","[""terrestrial""]",
"Paspalum dilatatum Poir.","species","Plantae","alien","invasive","present","Niue","NIU","Paspalum dilatatum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Lonicera japonica Thunb.","species","Plantae","alien","null","present","Niue","NIU","Lonicera japonica","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","[""terrestrial""]",
"Begonia semperflorens-cultorum Hort.","species","Plantae","alien","null","present","Niue","NIU","Begonia semperflorens-cultorum","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Begoniaceae","[""terrestrial""]",
"Justicia betonica L.","species","Plantae","alien","invasive","present","Niue","NIU","Justicia betonica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","[""terrestrial""]",
"Oreochromis mossambicus (Peters, 1852)","species","Animalia","alien","null","present","Niue","NIU","Oreochromis mossambicus","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae","[""freshwater"",""brackish""]",
"Commelina diffusa Burm.f.","species","Plantae","alien","invasive","present","Niue","NIU","Commelina diffusa","Plantae","Tracheophyta","Liliopsida","Commelinales","Commelinaceae","[""terrestrial""]",
"Alocasia macrorrhizos (L.) G.Don","species","Plantae","alien","null","present","Niue","NIU","Alocasia macrorrhizos","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","[""terrestrial"",""freshwater""]",
"Furcraea foetida Haw.","species","Plantae","alien","invasive","present","Niue","NIU","Furcraea foetida","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","[""terrestrial""]",
"Brachiaria mutica (Forssk.) Stapf","species","Plantae","alien","invasive","present","Niue","NIU","Brachiaria mutica","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Echinochloa crus-galli (L.) P.Beauv.","species","Plantae","alien","null","present","Niue","NIU","Echinochloa crus-galli","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
