"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat"
"Digitaria sanguinalis (L.) Scop.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Digitaria sanguinalis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]"
"Scurrula ferruginea Danser","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Scurrula ferruginea","Plantae","Tracheophyta","Magnoliopsida","Santalales","Loranthaceae","[""terrestrial""]"
"Ceiba pentandra (L.) Gaertn.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Ceiba pentandra","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","[""terrestrial""]"
"Crassocephalum crepidioides S.Moore","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Crassocephalum crepidioides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]"
"Gliricidia sepium (Jacq.) Walp.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Gliricidia sepium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Jatropha gossypiifolia L.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Jatropha gossypiifolia","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","[""terrestrial""]"
"Acacia auriculiformis Benth.","species","Plantae","alien","invasive","present","Brunei Darussalam","BRN","Acacia auriculiformis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Ipomoea quamoclit L.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Ipomoea quamoclit","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""terrestrial""]"
"Eleusine indica (L.) Gaertn.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Eleusine indica","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]"
"Varronia curassavica Jacq.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Varronia curassavica","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Ehretiaceae","[""terrestrial""]"
"Typhonium blumei Nicolson & M.Sivadasan","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Typhonium blumei","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","[""terrestrial""]"
"Thunbergia affinis S.Moore","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Thunbergia affinis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","[""terrestrial""]"
"Gloriosa superba L.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Gloriosa superba","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","[""terrestrial""]"
"Malvaviscus arboreus Cav.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Malvaviscus arboreus","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","[""terrestrial""]"
"Limnonectes ingeri (Kiew, 1978)","species","Animalia","alien","null","present","Brunei Darussalam","BRN","Limnonectes ingeri","Animalia","Chordata","Amphibia","Anura","Dicroglossidae","[""terrestrial"",""freshwater""]"
"Indigofera suffruticosa Mill.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Indigofera suffruticosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
